index	tokens	token	true_label	predicted_label
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	his	B-focus	O
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	generals	I-focus	O
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	Muqali	O	B-focus
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	,	O	I-focus
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	Jebe	O	I-focus
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	and	O	I-focus
1714	"['Who', 'among', 'Genghis', 'Khan', ""'s"", 'subjects', 'shared', 'similar', 'privileges', 'to', 'his', 'close', 'family', 'members', ""'"", '?', 'Genghis', 'Khan', 'put', 'absolute', 'trust', 'in', 'his', 'generals', ',', 'such', 'as', 'Muqali', ',', 'Jebe', 'and', 'Subutai', ',', 'and', 'regarded', 'them', 'as', 'close', 'advisors', ',', 'often', 'extending', 'them', 'the', 'same', 'privileges', 'and', 'trust', 'normally', 'reserved', 'for', 'close', 'family', 'members']"	Subutai	O	I-focus
1716	['What', 'British', 'Prime', 'minister', 'advisor', 'is', 'also', 'a', 'university', 'alumni', 'member', '?', 'President', 'Ronald', 'Reagan', 'and', 'Conservative', 'British', 'Prime', 'Minister', 'Margaret', 'Thatcher', ',', 'George', 'Stigler', ',', 'Nobel', 'laureate', 'and', 'proponent', 'of', 'regulatory', 'capture', 'theory', ',', 'Gary', 'Becker', ',', 'an', 'important', 'contributor', 'to', 'the', 'family', 'economics', 'branch', 'of', 'economics', ',', 'Herbert', 'A']	Margaret	O	B-focus
1716	['What', 'British', 'Prime', 'minister', 'advisor', 'is', 'also', 'a', 'university', 'alumni', 'member', '?', 'President', 'Ronald', 'Reagan', 'and', 'Conservative', 'British', 'Prime', 'Minister', 'Margaret', 'Thatcher', ',', 'George', 'Stigler', ',', 'Nobel', 'laureate', 'and', 'proponent', 'of', 'regulatory', 'capture', 'theory', ',', 'Gary', 'Becker', ',', 'an', 'important', 'contributor', 'to', 'the', 'family', 'economics', 'branch', 'of', 'economics', ',', 'Herbert', 'A']	Thatcher	O	I-focus
1716	['What', 'British', 'Prime', 'minister', 'advisor', 'is', 'also', 'a', 'university', 'alumni', 'member', '?', 'President', 'Ronald', 'Reagan', 'and', 'Conservative', 'British', 'Prime', 'Minister', 'Margaret', 'Thatcher', ',', 'George', 'Stigler', ',', 'Nobel', 'laureate', 'and', 'proponent', 'of', 'regulatory', 'capture', 'theory', ',', 'Gary', 'Becker', ',', 'an', 'important', 'contributor', 'to', 'the', 'family', 'economics', 'branch', 'of', 'economics', ',', 'Herbert', 'A']	George	B-focus	O
1716	['What', 'British', 'Prime', 'minister', 'advisor', 'is', 'also', 'a', 'university', 'alumni', 'member', '?', 'President', 'Ronald', 'Reagan', 'and', 'Conservative', 'British', 'Prime', 'Minister', 'Margaret', 'Thatcher', ',', 'George', 'Stigler', ',', 'Nobel', 'laureate', 'and', 'proponent', 'of', 'regulatory', 'capture', 'theory', ',', 'Gary', 'Becker', ',', 'an', 'important', 'contributor', 'to', 'the', 'family', 'economics', 'branch', 'of', 'economics', ',', 'Herbert', 'A']	Stigler	I-focus	O
1717	['It', 'is', 'now', 'possible', 'to', 'convert', 'old', 'relative', 'ages', 'into', 'what', 'type', 'of', 'ages', 'using', 'isotopic', 'dating', '?', 'With', 'isotopic', 'dates', 'it', 'became', 'possible', 'to', 'assign', 'absolute', 'ages', 'to', 'rock', 'units', ',', 'and', 'these', 'absolute', 'dates', 'could', 'be', 'applied', 'to', 'fossil', 'sequences', 'in', 'which', 'there', 'was', 'datable', 'material', ',', 'converting', 'the', 'old', 'relative', 'ages', 'into', 'new', 'absolute', 'ages']	absolute	B-focus	O
1717	['It', 'is', 'now', 'possible', 'to', 'convert', 'old', 'relative', 'ages', 'into', 'what', 'type', 'of', 'ages', 'using', 'isotopic', 'dating', '?', 'With', 'isotopic', 'dates', 'it', 'became', 'possible', 'to', 'assign', 'absolute', 'ages', 'to', 'rock', 'units', ',', 'and', 'these', 'absolute', 'dates', 'could', 'be', 'applied', 'to', 'fossil', 'sequences', 'in', 'which', 'there', 'was', 'datable', 'material', ',', 'converting', 'the', 'old', 'relative', 'ages', 'into', 'new', 'absolute', 'ages']	ages	I-focus	O
1717	['It', 'is', 'now', 'possible', 'to', 'convert', 'old', 'relative', 'ages', 'into', 'what', 'type', 'of', 'ages', 'using', 'isotopic', 'dating', '?', 'With', 'isotopic', 'dates', 'it', 'became', 'possible', 'to', 'assign', 'absolute', 'ages', 'to', 'rock', 'units', ',', 'and', 'these', 'absolute', 'dates', 'could', 'be', 'applied', 'to', 'fossil', 'sequences', 'in', 'which', 'there', 'was', 'datable', 'material', ',', 'converting', 'the', 'old', 'relative', 'ages', 'into', 'new', 'absolute', 'ages']	new	O	B-focus
1717	['It', 'is', 'now', 'possible', 'to', 'convert', 'old', 'relative', 'ages', 'into', 'what', 'type', 'of', 'ages', 'using', 'isotopic', 'dating', '?', 'With', 'isotopic', 'dates', 'it', 'became', 'possible', 'to', 'assign', 'absolute', 'ages', 'to', 'rock', 'units', ',', 'and', 'these', 'absolute', 'dates', 'could', 'be', 'applied', 'to', 'fossil', 'sequences', 'in', 'which', 'there', 'was', 'datable', 'material', ',', 'converting', 'the', 'old', 'relative', 'ages', 'into', 'new', 'absolute', 'ages']	absolute	O	B-focus
1717	['It', 'is', 'now', 'possible', 'to', 'convert', 'old', 'relative', 'ages', 'into', 'what', 'type', 'of', 'ages', 'using', 'isotopic', 'dating', '?', 'With', 'isotopic', 'dates', 'it', 'became', 'possible', 'to', 'assign', 'absolute', 'ages', 'to', 'rock', 'units', ',', 'and', 'these', 'absolute', 'dates', 'could', 'be', 'applied', 'to', 'fossil', 'sequences', 'in', 'which', 'there', 'was', 'datable', 'material', ',', 'converting', 'the', 'old', 'relative', 'ages', 'into', 'new', 'absolute', 'ages']	ages	O	I-focus
1718	"['How', 'long', 'was', 'the', 'longest', 'Doctor', 'Who', 'Christmas', 'Special', '?', '826', 'Doctor', 'Who', 'instalments', 'have', 'been', 'televised', 'since', '1963', ',', 'ranging', 'between', '25-minute', 'episodes', '(', 'the', 'most', 'common', 'format', ')', ',', '45-minute', 'episodes', '(', 'for', 'Resurrection', 'of', 'the', 'Daleks', 'in', 'the', '1984', 'series', ',', 'a', 'single', 'season', 'in', '1985', ',', 'and', 'the', 'revival', ')', ',', 'two', 'feature-length', 'productions', '(', '1983', ""'s"", 'The', 'Five', 'Doctors', 'and', 'the', '1996', 'television', 'film', ')', ',', 'eight', 'Christmas', 'specials', '(', 'most', 'of', '60', 'minutes', ""'"", 'duration', ',', 'one', 'of', '72', 'minutes', ')', ',', 'and', 'four', 'additional', 'specials', 'ranging', 'from', '60', 'to', '75', 'minutes', 'in', '2009', ',', '2010', 'and', '2013']"	72	B-focus	O
1718	"['How', 'long', 'was', 'the', 'longest', 'Doctor', 'Who', 'Christmas', 'Special', '?', '826', 'Doctor', 'Who', 'instalments', 'have', 'been', 'televised', 'since', '1963', ',', 'ranging', 'between', '25-minute', 'episodes', '(', 'the', 'most', 'common', 'format', ')', ',', '45-minute', 'episodes', '(', 'for', 'Resurrection', 'of', 'the', 'Daleks', 'in', 'the', '1984', 'series', ',', 'a', 'single', 'season', 'in', '1985', ',', 'and', 'the', 'revival', ')', ',', 'two', 'feature-length', 'productions', '(', '1983', ""'s"", 'The', 'Five', 'Doctors', 'and', 'the', '1996', 'television', 'film', ')', ',', 'eight', 'Christmas', 'specials', '(', 'most', 'of', '60', 'minutes', ""'"", 'duration', ',', 'one', 'of', '72', 'minutes', ')', ',', 'and', 'four', 'additional', 'specials', 'ranging', 'from', '60', 'to', '75', 'minutes', 'in', '2009', ',', '2010', 'and', '2013']"	minutes	I-focus	O
1719	['How', 'did', 'Luther', 'describe', 'his', 'learning', 'at', 'the', 'university', '?', 'He', 'was', 'made', 'to', 'wake', 'at', 'four', 'every', 'morning', 'for', 'what', 'has', 'been', 'described', 'as', '``', 'a', 'day', 'of', 'rote', 'learning', 'and', 'often', 'wearying', 'spiritual', 'exercises']	of	O	I-focus
1720	['The', 'S-IVB-200', 'was', 'used', 'in', 'what', 'stage', 'of', 'the', 'Saturn', 'V', '?', 'A', 'restartable', 'version', 'of', 'the', 'S-IVB', 'was', 'used', 'as', 'the', 'third', 'stage', 'of', 'the', 'Saturn', 'V']	stage	I-focus	O
1722	['What', 'was', 'later', 'discovered', 'written', 'by', 'Luther', '?', 'A', 'piece', 'of', 'paper', 'was', 'later', 'found', 'on', 'which', 'Luther', 'had', 'written', 'his', 'last', 'statement']	A	O	B-focus
1722	['What', 'was', 'later', 'discovered', 'written', 'by', 'Luther', '?', 'A', 'piece', 'of', 'paper', 'was', 'later', 'found', 'on', 'which', 'Luther', 'had', 'written', 'his', 'last', 'statement']	piece	O	I-focus
1722	['What', 'was', 'later', 'discovered', 'written', 'by', 'Luther', '?', 'A', 'piece', 'of', 'paper', 'was', 'later', 'found', 'on', 'which', 'Luther', 'had', 'written', 'his', 'last', 'statement']	of	O	I-focus
1722	['What', 'was', 'later', 'discovered', 'written', 'by', 'Luther', '?', 'A', 'piece', 'of', 'paper', 'was', 'later', 'found', 'on', 'which', 'Luther', 'had', 'written', 'his', 'last', 'statement']	paper	O	I-focus
1722	['What', 'was', 'later', 'discovered', 'written', 'by', 'Luther', '?', 'A', 'piece', 'of', 'paper', 'was', 'later', 'found', 'on', 'which', 'Luther', 'had', 'written', 'his', 'last', 'statement']	his	B-focus	O
1723	"['What', 'purpose', 'would', 'Luther', 'have', 'in', 'not', 'wanting', 'to', 'ban', 'the', ""Qur'an"", '?', 'Though', 'Luther', 'saw', 'the', 'Muslim', 'faith', 'as', 'a', 'tool', 'of', 'the', 'devil', ',', 'he', 'was', 'indifferent', 'to', 'its', 'practice', ':', '``', 'Let', 'the', 'Turk', 'believe', 'and', 'live', 'as', 'he', 'will', ',', 'just', 'as', 'one', 'lets', 'the', 'papacy', 'and', 'other', 'false', 'Christians', 'live']"	Though	B-focus	O
1723	"['What', 'purpose', 'would', 'Luther', 'have', 'in', 'not', 'wanting', 'to', 'ban', 'the', ""Qur'an"", '?', 'Though', 'Luther', 'saw', 'the', 'Muslim', 'faith', 'as', 'a', 'tool', 'of', 'the', 'devil', ',', 'he', 'was', 'indifferent', 'to', 'its', 'practice', ':', '``', 'Let', 'the', 'Turk', 'believe', 'and', 'live', 'as', 'he', 'will', ',', 'just', 'as', 'one', 'lets', 'the', 'papacy', 'and', 'other', 'false', 'Christians', 'live']"	Luther	I-focus	O
1723	"['What', 'purpose', 'would', 'Luther', 'have', 'in', 'not', 'wanting', 'to', 'ban', 'the', ""Qur'an"", '?', 'Though', 'Luther', 'saw', 'the', 'Muslim', 'faith', 'as', 'a', 'tool', 'of', 'the', 'devil', ',', 'he', 'was', 'indifferent', 'to', 'its', 'practice', ':', '``', 'Let', 'the', 'Turk', 'believe', 'and', 'live', 'as', 'he', 'will', ',', 'just', 'as', 'one', 'lets', 'the', 'papacy', 'and', 'other', 'false', 'Christians', 'live']"	saw	I-focus	O
1723	"['What', 'purpose', 'would', 'Luther', 'have', 'in', 'not', 'wanting', 'to', 'ban', 'the', ""Qur'an"", '?', 'Though', 'Luther', 'saw', 'the', 'Muslim', 'faith', 'as', 'a', 'tool', 'of', 'the', 'devil', ',', 'he', 'was', 'indifferent', 'to', 'its', 'practice', ':', '``', 'Let', 'the', 'Turk', 'believe', 'and', 'live', 'as', 'he', 'will', ',', 'just', 'as', 'one', 'lets', 'the', 'papacy', 'and', 'other', 'false', 'Christians', 'live']"	``	I-focus	O
1724	['What', 'is', 'the', 'system', 'by', 'which', 'prokaryotes', 'retain', 'phage', 'gene', 'fragments', 'that', 'they', 'have', 'previously', 'come', 'in', 'contact', 'with', '?', 'Prokaryotes', 'also', 'possess', 'acquired', 'immunity', ',', 'through', 'a', 'system', 'that', 'uses', 'CRISPR', 'sequences', 'to', 'retain', 'fragments', 'of', 'the', 'genomes', 'of', 'phage', 'that', 'they', 'have', 'come', 'into', 'contact', 'with', 'in', 'the', 'past', ',', 'which', 'allows', 'them', 'to', 'block', 'virus', 'replication', 'through', 'a', 'form', 'of', 'RNA', 'interference']	sequences	O	I-focus
1730	['What', 'chloroplast', 'structure', 'is', 'similar', 'to', 'the', 'inner', 'mitochondria', 'membrane', '?', 'The', 'only', 'chloroplast', 'structure', 'that', 'can', 'considered', 'analogous', 'to', 'it', 'is', 'the', 'internal', 'thylakoid', 'system']	the	B-focus	O
1730	['What', 'chloroplast', 'structure', 'is', 'similar', 'to', 'the', 'inner', 'mitochondria', 'membrane', '?', 'The', 'only', 'chloroplast', 'structure', 'that', 'can', 'considered', 'analogous', 'to', 'it', 'is', 'the', 'internal', 'thylakoid', 'system']	internal	I-focus	B-focus
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	At	B-focus	O
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	the	I-focus	O
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	time	I-focus	O
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	the	I-focus	O
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	only	I-focus	O
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	concern	I-focus	O
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	European	O	B-focus
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	Court	O	I-focus
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	of	O	I-focus
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	Human	O	I-focus
1731	['What', 'other', 'entity', 'was', 'established', 'at', 'the', 'same', 'time', 'as', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', '?', 'At', 'the', 'time', 'the', 'only', 'concern', 'was', 'that', 'member', 'states', 'should', 'be', 'prevented', 'from', 'violating', 'human', 'rights', ',', 'hence', 'the', 'establishment', 'of', 'the', 'European', 'Convention', 'on', 'Human', 'Rights', 'in', '1950', 'and', 'the', 'establishment', 'of', 'the', 'European', 'Court', 'of', 'Human', 'Rights']	Rights	O	I-focus
